         sim	        time	        step	          pH	          pe	         Alk	      charge	     pct_err	          Ca	          Mg	          Na	          Cl	          Fe	        S(6)	       S(-2)	           C	  Pyrrhotite	d_Pyrrhotite	     Calcite	   d_Calcite	k_Quartz(alpha)	dk_Quartz(alpha)	 k_Kaolinite	dk_Kaolinite	k_Chamosite(Daphnite)	dk_Chamosite(Daphnite)	  k_Siderite	 dk_Siderite	
           1	  4.0932e+06	        1137	     6.75681	    -2.93936	   0.0210024	 8.18569e-13	 7.34781e-11	  6.2387e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3751e-04	  7.6408e-02	  5.7061e-06	  2.4907e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5925e-03	  1.0000e+00	 -4.2718e-06	  1.0006e-01	  5.5847e-05	  9.9944e-02	 -5.5855e-05	  9.6990e-02	 -3.0100e-03	
           1	  4.0968e+06	        1138	     6.75685	    -2.93939	   0.0210017	 3.96795e-13	  3.5618e-11	  6.2383e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7041e-06	  2.4906e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5929e-03	  1.0000e+00	 -4.2704e-06	  1.0006e-01	  5.6021e-05	  9.9944e-02	 -5.6029e-05	  9.6991e-02	 -3.0091e-03	
           1	  4.1004e+06	        1139	     6.75683	    -2.93938	    0.021002	 4.28517e-13	 3.84654e-11	  6.2385e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3753e-04	  7.6408e-02	  5.7050e-06	  2.4906e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5927e-03	  1.0000e+00	 -4.2766e-06	  1.0006e-01	  5.5950e-05	  9.9944e-02	 -5.5958e-05	  9.6991e-02	 -3.0095e-03	
           1	   4.104e+06	        1140	     6.75688	    -2.93941	   0.0210013	 5.49548e-13	 4.93297e-11	  6.2381e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7036e-06	  2.4905e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5931e-03	  1.0000e+00	 -4.2747e-06	  1.0006e-01	  5.6135e-05	  9.9944e-02	 -5.6142e-05	  9.6991e-02	 -3.0086e-03	
           1	  4.1076e+06	        1141	     6.75688	    -2.93942	   0.0210011	 1.60749e-13	 1.44295e-11	  6.2380e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.7031e-06	  2.4905e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5932e-03	  1.0000e+00	 -4.2775e-06	  1.0006e-01	  5.6173e-05	  9.9944e-02	 -5.6181e-05	  9.6992e-02	 -3.0084e-03	
           1	  4.1112e+06	        1142	     6.75688	    -2.93942	   0.0210011	 6.77282e-13	 6.07956e-11	  6.2380e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.7032e-06	  2.4905e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5932e-03	  1.0000e+00	 -4.2815e-06	  1.0006e-01	  5.6170e-05	  9.9944e-02	 -5.6177e-05	  9.6992e-02	 -3.0084e-03	
           1	  4.1148e+06	        1143	     6.75685	    -2.93939	   0.0210017	 4.49282e-13	 4.03294e-11	  6.2383e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3753e-04	  7.6408e-02	  5.7047e-06	  2.4906e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5929e-03	  1.0000e+00	 -4.2902e-06	  1.0006e-01	  5.6023e-05	  9.9944e-02	 -5.6030e-05	  9.6991e-02	 -3.0091e-03	
           1	  4.1184e+06	        1144	      6.7569	    -2.93943	   0.0210008	  1.4248e-13	 1.27896e-11	  6.2379e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3756e-04	  7.6408e-02	  5.7025e-06	  2.4904e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5934e-03	  1.0000e+00	 -4.2874e-06	  1.0006e-01	  5.6240e-05	  9.9944e-02	 -5.6247e-05	  9.6992e-02	 -3.0081e-03	
           1	   4.122e+06	        1145	     6.75685	    -2.93939	   0.0210017	 8.24743e-14	 7.40323e-12	  6.2383e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3752e-04	  7.6408e-02	  5.7050e-06	  2.4906e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5929e-03	  1.0000e+00	 -4.2982e-06	  1.0006e-01	  5.6019e-05	  9.9944e-02	 -5.6027e-05	  9.6991e-02	 -3.0091e-03	
           1	  4.1256e+06	        1146	     6.75688	    -2.93942	   0.0210011	 3.89736e-14	 3.49843e-12	  6.2380e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7034e-06	  2.4905e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5932e-03	  1.0000e+00	 -4.2975e-06	  1.0006e-01	  5.6168e-05	  9.9944e-02	 -5.6176e-05	  9.6992e-02	 -3.0084e-03	
           1	  4.1292e+06	        1147	     6.75691	    -2.93944	   0.0210007	  2.6844e-13	 2.40963e-11	  6.2378e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7029e-06	  2.4904e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5934e-03	  1.0000e+00	 -4.2981e-06	  1.0006e-01	  5.6272e-05	  9.9944e-02	 -5.6279e-05	  9.6992e-02	 -3.0079e-03	
           1	  4.1328e+06	        1148	     6.75691	    -2.93945	   0.0210006	 2.97234e-13	 2.66809e-11	  6.2377e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.7026e-06	  2.4904e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5935e-03	  1.0000e+00	 -4.3012e-06	  1.0006e-01	  5.6298e-05	  9.9944e-02	 -5.6306e-05	  9.6992e-02	 -3.0078e-03	
           1	  4.1364e+06	        1149	     6.75692	    -2.93945	   0.0210005	 2.82771e-13	 2.53827e-11	  6.2377e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.7025e-06	  2.4904e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5935e-03	  1.0000e+00	 -4.3043e-06	  1.0006e-01	  5.6325e-05	  9.9944e-02	 -5.6333e-05	  9.6992e-02	 -3.0076e-03	
           1	    4.14e+06	        1150	     6.75692	    -2.93946	   0.0210004	 1.34256e-13	 1.20514e-11	  6.2376e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3756e-04	  7.6408e-02	  5.7020e-06	  2.4903e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5936e-03	  1.0000e+00	 -4.3080e-06	  1.0006e-01	  5.6341e-05	  9.9944e-02	 -5.6349e-05	  9.6992e-02	 -3.0076e-03	
           1	  4.1436e+06	        1151	     6.75689	    -2.93943	   0.0210009	 7.49633e-14	 6.72902e-12	  6.2379e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3753e-04	  7.6408e-02	  5.7036e-06	  2.4904e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5933e-03	  1.0000e+00	 -4.3159e-06	  1.0006e-01	  5.6213e-05	  9.9944e-02	 -5.6220e-05	  9.6992e-02	 -3.0082e-03	
           1	  4.1472e+06	        1152	     6.75695	    -2.93948	       0.021	 1.78369e-13	 1.60112e-11	  6.2374e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3756e-04	  7.6408e-02	  5.7013e-06	  2.4903e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5938e-03	  1.0000e+00	 -4.3126e-06	  1.0006e-01	  5.6444e-05	  9.9944e-02	 -5.6452e-05	  9.6993e-02	 -3.0070e-03	
           1	  4.1508e+06	        1153	     6.75694	    -2.93948	       0.021	 4.91721e-13	  4.4139e-11	  6.2374e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3756e-04	  7.6408e-02	  5.7016e-06	  2.4903e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5938e-03	  1.0000e+00	 -4.3169e-06	  1.0006e-01	  5.6433e-05	  9.9944e-02	 -5.6440e-05	  9.6993e-02	 -3.0071e-03	
           1	  4.1544e+06	        1154	     6.75696	    -2.93949	   0.0209997	 6.62825e-13	  5.9498e-11	  6.2373e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3756e-04	  7.6408e-02	  5.7013e-06	  2.4902e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5939e-03	  1.0000e+00	 -4.3184e-06	  1.0006e-01	  5.6506e-05	  9.9943e-02	 -5.6514e-05	  9.6993e-02	 -3.0067e-03	
           1	   4.158e+06	        1155	     6.75697	     -2.9395	   0.0209996	 1.54869e-13	 1.39017e-11	  6.2372e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3756e-04	  7.6408e-02	  5.7010e-06	  2.4902e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5940e-03	  1.0000e+00	 -4.3214e-06	  1.0006e-01	  5.6534e-05	  9.9943e-02	 -5.6542e-05	  9.6993e-02	 -3.0066e-03	
           1	  4.1616e+06	        1156	     6.75698	    -2.93951	   0.0209994	 5.70221e-13	 5.11855e-11	  6.2371e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3757e-04	  7.6408e-02	  5.7005e-06	  2.4902e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5941e-03	  1.0000e+00	 -4.3240e-06	  1.0006e-01	  5.6583e-05	  9.9943e-02	 -5.6591e-05	  9.6994e-02	 -3.0064e-03	
           1	  4.1652e+06	        1157	     6.75698	    -2.93952	   0.0209994	 6.66296e-13	 5.98096e-11	  6.2371e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7018e-06	  2.4902e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5941e-03	  1.0000e+00	 -4.3282e-06	  1.0006e-01	  5.6586e-05	  9.9943e-02	 -5.6594e-05	  9.6994e-02	 -3.0063e-03	
           1	  4.1688e+06	        1158	     6.75699	    -2.93953	   0.0209993	 5.81192e-13	 5.21704e-11	  6.2371e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7016e-06	  2.4901e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5941e-03	  1.0000e+00	 -4.3312e-06	  1.0006e-01	  5.6616e-05	  9.9943e-02	 -5.6624e-05	  9.6994e-02	 -3.0062e-03	
           1	  4.1724e+06	        1159	       6.757	    -2.93954	   0.0209991	 1.05581e-13	 9.47739e-12	  6.2370e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7012e-06	  2.4901e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5942e-03	  1.0000e+00	 -4.3335e-06	  1.0006e-01	  5.6667e-05	  9.9943e-02	 -5.6675e-05	  9.6994e-02	 -3.0059e-03	
           1	   4.176e+06	        1160	       6.757	    -2.93954	    0.020999	 7.73234e-14	 6.94089e-12	  6.2369e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7010e-06	  2.4901e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5943e-03	  1.0000e+00	 -4.3366e-06	  1.0006e-01	  5.6693e-05	  9.9943e-02	 -5.6700e-05	  9.6994e-02	 -3.0058e-03	
           1	  4.1796e+06	        1161	     6.75701	    -2.93955	   0.0209988	 2.25362e-13	 2.02295e-11	  6.2368e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7008e-06	  2.4901e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5944e-03	  1.0000e+00	 -4.3391e-06	  1.0006e-01	  5.6737e-05	  9.9943e-02	 -5.6745e-05	  9.6994e-02	 -3.0056e-03	
           1	  4.1832e+06	        1162	     6.75702	    -2.93956	   0.0209986	 2.37109e-13	  2.1284e-11	  6.2367e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.7005e-06	  2.4900e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5945e-03	  1.0000e+00	 -4.3415e-06	  1.0006e-01	  5.6786e-05	  9.9943e-02	 -5.6794e-05	  9.6995e-02	 -3.0053e-03	
           1	  4.1868e+06	        1163	     6.75703	    -2.93956	   0.0209985	 6.93301e-13	 6.22338e-11	  6.2367e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7006e-06	  2.4900e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5945e-03	  1.0000e+00	 -4.3452e-06	  1.0006e-01	  5.6790e-05	  9.9943e-02	 -5.6796e-05	  9.6995e-02	 -3.0053e-03	
           1	  4.1904e+06	        1164	     6.75703	    -2.93957	   0.0209984	 2.22634e-13	 1.99846e-11	  6.2367e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7004e-06	  2.4900e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5946e-03	  1.0000e+00	 -4.3485e-06	  1.0006e-01	  5.6815e-05	  9.9943e-02	 -5.6823e-05	  9.6995e-02	 -3.0052e-03	
           1	   4.194e+06	        1165	     6.75703	    -2.93957	   0.0209984	 5.31179e-13	 4.76811e-11	  6.2366e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7005e-06	  2.4900e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5946e-03	  1.0000e+00	 -4.3519e-06	  1.0006e-01	  5.6831e-05	  9.9943e-02	 -5.6839e-05	  9.6995e-02	 -3.0051e-03	
           1	  4.1976e+06	        1166	     6.75704	    -2.93958	   0.0209983	 5.42912e-13	 4.87342e-11	  6.2366e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7003e-06	  2.4900e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5946e-03	  1.0000e+00	 -4.3550e-06	  1.0006e-01	  5.6860e-05	  9.9943e-02	 -5.6867e-05	  9.6995e-02	 -3.0050e-03	
           1	  4.2012e+06	        1167	     6.75705	    -2.93959	   0.0209981	 5.64131e-13	  5.0639e-11	  6.2365e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7002e-06	  2.4900e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5947e-03	  1.0000e+00	 -4.3579e-06	  1.0006e-01	  5.6890e-05	  9.9943e-02	 -5.6898e-05	  9.6995e-02	 -3.0048e-03	
           1	  4.2048e+06	        1168	     6.75701	    -2.93955	   0.0209989	 3.57912e-13	 3.21278e-11	  6.2369e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.7012e-06	  2.4901e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5943e-03	  1.0000e+00	 -4.3675e-06	  1.0006e-01	  5.6715e-05	  9.9943e-02	 -5.6722e-05	  9.6994e-02	 -3.0057e-03	
           1	  4.2084e+06	        1169	     6.75707	    -2.93961	   0.0209977	 7.91112e-13	 7.10138e-11	  6.2363e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6993e-06	  2.4899e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5949e-03	  1.0000e+00	 -4.3624e-06	  1.0006e-01	  5.6996e-05	  9.9943e-02	 -5.7002e-05	  9.6996e-02	 -3.0043e-03	
           1	   4.212e+06	        1170	     6.75707	     -2.9396	   0.0209978	    7.85e-13	 7.04652e-11	  6.2363e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6996e-06	  2.4899e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5949e-03	  1.0000e+00	 -4.3672e-06	  1.0006e-01	  5.6964e-05	  9.9943e-02	 -5.6972e-05	  9.6996e-02	 -3.0044e-03	
           1	  4.2156e+06	        1171	     6.75708	    -2.93961	   0.0209976	 8.00633e-13	 7.18685e-11	  6.2362e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6991e-06	  2.4899e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5950e-03	  1.0000e+00	 -4.3692e-06	  1.0006e-01	  5.7028e-05	  9.9943e-02	 -5.7036e-05	  9.6996e-02	 -3.0041e-03	
           1	  4.2192e+06	        1172	     6.75708	    -2.93961	   0.0209976	 8.15359e-13	 7.31903e-11	  6.2363e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6995e-06	  2.4899e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5950e-03	  1.0000e+00	 -4.3737e-06	  1.0006e-01	  5.7011e-05	  9.9943e-02	 -5.7018e-05	  9.6996e-02	 -3.0042e-03	
           1	  4.2228e+06	        1173	     6.75708	    -2.93961	   0.0209976	 8.98477e-13	 8.06514e-11	  6.2362e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3757e-04	  7.6408e-02	  5.6986e-06	  2.4899e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5950e-03	  1.0000e+00	 -4.3765e-06	  1.0006e-01	  5.7028e-05	  9.9943e-02	 -5.7034e-05	  9.6996e-02	 -3.0041e-03	
           1	  4.2264e+06	        1174	      6.7571	    -2.93962	   0.0209973	 5.92639e-13	  5.3198e-11	  6.2361e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3757e-04	  7.6408e-02	  5.6982e-06	  2.4898e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5951e-03	  1.0000e+00	 -4.3783e-06	  1.0006e-01	  5.7094e-05	  9.9943e-02	 -5.7101e-05	  9.6996e-02	 -3.0038e-03	
           1	    4.23e+06	        1175	     6.75704	    -2.93957	   0.0209983	 4.21209e-13	 3.78096e-11	  6.2366e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3756e-04	  7.6408e-02	  5.6997e-06	  2.4900e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5946e-03	  1.0000e+00	 -4.3902e-06	  1.0006e-01	  5.6853e-05	  9.9943e-02	 -5.6860e-05	  9.6995e-02	 -3.0050e-03	
           1	  4.2336e+06	        1176	     6.75705	    -2.93958	   0.0209981	 3.89244e-13	 3.49403e-11	  6.2365e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3756e-04	  7.6408e-02	  5.6996e-06	  2.4899e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5947e-03	  1.0000e+00	 -4.3925e-06	  1.0006e-01	  5.6902e-05	  9.9943e-02	 -5.6910e-05	  9.6995e-02	 -3.0048e-03	
           1	  4.2372e+06	        1177	      6.7571	    -2.93963	   0.0209972	 9.08237e-14	 8.15276e-12	  6.2360e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3757e-04	  7.6408e-02	  5.6980e-06	  2.4898e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5952e-03	  1.0000e+00	 -4.3895e-06	  1.0006e-01	  5.7118e-05	  9.9943e-02	 -5.7126e-05	  9.6996e-02	 -3.0037e-03	
           1	  4.2408e+06	        1178	     6.75711	    -2.93963	   0.0209971	 1.90573e-13	 1.71067e-11	  6.2360e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3757e-04	  7.6408e-02	  5.6979e-06	  2.4898e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5952e-03	  1.0000e+00	 -4.3928e-06	  1.0006e-01	  5.7138e-05	  9.9943e-02	 -5.7145e-05	  9.6996e-02	 -3.0036e-03	
           1	  4.2444e+06	        1179	     6.75706	     -2.9396	   0.0209979	 1.70658e-13	  1.5319e-11	  6.2364e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6997e-06	  2.4899e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5948e-03	  1.0000e+00	 -4.4031e-06	  1.0006e-01	  5.6940e-05	  9.9943e-02	 -5.6947e-05	  9.6995e-02	 -3.0046e-03	
           1	   4.248e+06	        1180	     6.75707	     -2.9396	   0.0209978	 4.36406e-13	 3.91738e-11	  6.2363e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6995e-06	  2.4899e-02	  3.1518e-03	  3.1518e-03	  1.0159e-01	  1.5949e-03	  1.0000e+00	 -4.4059e-06	  1.0006e-01	  5.6978e-05	  9.9943e-02	 -5.6985e-05	  9.6996e-02	 -3.0044e-03	
           1	  4.2516e+06	        1181	     6.75713	    -2.93966	   0.0209967	 2.67784e-13	 2.40375e-11	  6.2358e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3756e-04	  7.6408e-02	  5.6978e-06	  2.4897e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5954e-03	  1.0000e+00	 -4.4015e-06	  1.0006e-01	  5.7231e-05	  9.9943e-02	 -5.7238e-05	  9.6997e-02	 -3.0031e-03	
           1	  4.2552e+06	        1182	     6.75709	    -2.93963	   0.0209973	 4.16577e-13	 3.73939e-11	  6.2361e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6990e-06	  2.4898e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5951e-03	  1.0000e+00	 -4.4103e-06	  1.0006e-01	  5.7082e-05	  9.9943e-02	 -5.7090e-05	  9.6996e-02	 -3.0039e-03	
           1	  4.2588e+06	        1183	     6.75711	    -2.93965	    0.020997	 1.09602e-13	 9.83834e-12	  6.2359e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6985e-06	  2.4898e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5953e-03	  1.0000e+00	 -4.4115e-06	  1.0006e-01	  5.7166e-05	  9.9943e-02	 -5.7173e-05	  9.6997e-02	 -3.0034e-03	
           1	  4.2624e+06	        1184	     6.75713	    -2.93967	   0.0209966	 3.29167e-13	 2.95476e-11	  6.2357e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3756e-04	  7.6408e-02	  5.6979e-06	  2.4897e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5955e-03	  1.0000e+00	 -4.4122e-06	  1.0006e-01	  5.7267e-05	  9.9943e-02	 -5.7275e-05	  9.6997e-02	 -3.0029e-03	
           1	   4.266e+06	        1185	     6.75714	    -2.93968	   0.0209964	 3.52409e-13	 3.16339e-11	  6.2356e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3756e-04	  7.6408e-02	  5.6978e-06	  2.4897e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5956e-03	  1.0000e+00	 -4.4148e-06	  1.0006e-01	  5.7307e-05	  9.9943e-02	 -5.7314e-05	  9.6997e-02	 -3.0027e-03	
           1	  4.2696e+06	        1186	     6.75714	    -2.93968	   0.0209965	 3.17013e-13	 2.84565e-11	  6.2357e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6979e-06	  2.4897e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5956e-03	  1.0000e+00	 -4.4192e-06	  1.0006e-01	  5.7294e-05	  9.9943e-02	 -5.7301e-05	  9.6997e-02	 -3.0028e-03	
           1	  4.2732e+06	        1187	     6.75715	    -2.93968	   0.0209963	 3.69196e-13	 3.31408e-11	  6.2356e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6978e-06	  2.4896e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5956e-03	  1.0000e+00	 -4.4221e-06	  1.0006e-01	  5.7324e-05	  9.9943e-02	 -5.7332e-05	  9.6997e-02	 -3.0026e-03	
           1	  4.2768e+06	        1188	     6.75716	     -2.9397	   0.0209961	 3.22479e-13	 2.89473e-11	  6.2355e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6977e-06	  2.4896e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5957e-03	  1.0000e+00	 -4.4244e-06	  1.0006e-01	  5.7376e-05	  9.9943e-02	 -5.7383e-05	  9.6998e-02	 -3.0024e-03	
           1	  4.2804e+06	        1189	     6.75717	     -2.9397	    0.020996	 3.17395e-13	 2.84909e-11	  6.2354e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6975e-06	  2.4896e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5958e-03	  1.0000e+00	 -4.4275e-06	  1.0006e-01	  5.7402e-05	  9.9943e-02	 -5.7410e-05	  9.6998e-02	 -3.0023e-03	
           1	   4.284e+06	        1190	     6.75717	    -2.93971	   0.0209959	 3.17132e-13	 2.84673e-11	  6.2354e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6975e-06	  2.4896e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5958e-03	  1.0000e+00	 -4.4306e-06	  1.0006e-01	  5.7429e-05	  9.9943e-02	 -5.7436e-05	  9.6998e-02	 -3.0021e-03	
           1	  4.2876e+06	        1191	     6.75717	    -2.93971	   0.0209959	 3.75068e-13	 3.36679e-11	  6.2354e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6976e-06	  2.4896e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5958e-03	  1.0000e+00	 -4.4346e-06	  1.0006e-01	  5.7425e-05	  9.9943e-02	 -5.7432e-05	  9.6998e-02	 -3.0021e-03	
           1	  4.2912e+06	        1192	     6.75718	    -2.93972	   0.0209957	 3.38039e-13	  3.0344e-11	  6.2353e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6973e-06	  2.4895e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5959e-03	  1.0000e+00	 -4.4368e-06	  1.0006e-01	  5.7479e-05	  9.9943e-02	 -5.7487e-05	  9.6998e-02	 -3.0019e-03	
           1	  4.2948e+06	        1193	     6.75715	    -2.93969	   0.0209963	 8.54007e-13	 7.66597e-11	  6.2356e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3755e-04	  7.6408e-02	  5.6981e-06	  2.4896e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5956e-03	  1.0000e+00	 -4.4458e-06	  1.0006e-01	  5.7329e-05	  9.9943e-02	 -5.7336e-05	  9.6997e-02	 -3.0026e-03	
           1	  4.2984e+06	        1194	     6.75715	    -2.93969	   0.0209962	 7.97902e-13	 7.16235e-11	  6.2356e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3754e-04	  7.6408e-02	  5.6981e-06	  2.4896e-02	  3.1518e-03	  3.1518e-03	  1.0160e-01	  1.5957e-03	  1.0000e+00	 -4.4490e-06	  1.0006e-01	  5.7350e-05	  9.9943e-02	 -5.7357e-05	  9.6997e-02	 -3.0025e-03	
