         sim	        time	        step	          pH	          pe	         Alk	      charge	     pct_err	          Ca	          Mg	          Na	          Cl	          Fe	        S(6)	       S(-2)	           C	  Pyrrhotite	d_Pyrrhotite	si_Chamosite(Daphnite)	si_Pyrrhotite	   si_Pyrite	si_Quartz(alpha)	si_Kaolinite	  si_Calcite	 si_Siderite	   k_Calcite	  dk_Calcite	k_Quartz(alpha)	dk_Quartz(alpha)	 k_Kaolinite	dk_Kaolinite	k_Chamosite(Daphnite)	dk_Chamosite(Daphnite)	  k_Siderite	 dk_Siderite	
           1	  4.4136e+06	        1226	     6.75794	    -2.94058	   0.0209816	 1.40881e-10	 1.26464e-08	  6.2285e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3730e-04	  7.6408e-02	  5.6929e-06	  2.4872e-02	  3.1518e-03	  3.1518e-03	     -0.2728	      0.0000	      7.8283	     -0.4325	      0.8943	      0.0000	      0.4085	  1.0160e-01	  1.6027e-03	  1.0000e+00	 -4.4856e-06	  1.0006e-01	  6.0839e-05	  9.9939e-02	 -6.0845e-05	  9.7015e-02	 -2.9848e-03	  4.4136e+06	
           1	  4.4172e+06	        1227	     6.75794	    -2.94057	   0.0209817	 1.39667e-10	 1.25374e-08	  6.2285e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3730e-04	  7.6408e-02	  5.6930e-06	  2.4872e-02	  3.1518e-03	  3.1518e-03	     -0.1400	      0.0000	      7.8283	     -0.4327	      1.0273	      0.0000	      0.4085	  1.0160e-01	  1.6027e-03	  1.0000e+00	 -4.4907e-06	  1.0006e-01	  6.0802e-05	  9.9939e-02	 -6.0809e-05	  9.7015e-02	 -2.9850e-03	  4.4172e+06	
           1	  4.4208e+06	        1228	     6.75795	    -2.94059	   0.0209814	  1.3967e-10	 1.25377e-08	  6.2284e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3729e-04	  7.6408e-02	  5.6930e-06	  2.4871e-02	  3.1518e-03	  3.1518e-03	     -0.1297	      0.0000	      7.8283	     -0.4322	      1.0371	      0.0000	      0.4085	  1.0160e-01	  1.6028e-03	  1.0000e+00	 -4.4922e-06	  1.0006e-01	  6.0870e-05	  9.9939e-02	 -6.0877e-05	  9.7015e-02	 -2.9847e-03	  4.4208e+06	
           1	  4.4244e+06	        1229	     6.75796	     -2.9406	   0.0209813	 1.43401e-10	 1.28726e-08	  6.2284e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3729e-04	  7.6408e-02	  5.6931e-06	  2.4871e-02	  3.1518e-03	  3.1518e-03	     -0.1372	      0.0000	      7.8283	     -0.4320	      1.0295	      0.0000	      0.4085	  1.0160e-01	  1.6029e-03	  1.0000e+00	 -4.4951e-06	  1.0006e-01	  6.0898e-05	  9.9939e-02	 -6.0905e-05	  9.7015e-02	 -2.9845e-03	  4.4244e+06	
           1	   4.428e+06	        1230	     6.75796	     -2.9406	   0.0209813	 1.42071e-10	 1.27532e-08	  6.2284e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3728e-04	  7.6408e-02	  5.6935e-06	  2.4871e-02	  3.1518e-03	  3.1518e-03	     -0.2811	     -0.0000	      7.8283	     -0.4320	      0.8857	      0.0000	      0.4085	  1.0160e-01	  1.6029e-03	  1.0000e+00	 -4.4988e-06	  1.0006e-01	  6.0903e-05	  9.9939e-02	 -6.0909e-05	  9.7016e-02	 -2.9845e-03	  4.4280e+06	
           1	  4.4316e+06	        1231	     6.75798	    -2.94062	    0.020981	 1.41167e-10	 1.26721e-08	  6.2282e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3728e-04	  7.6408e-02	  5.6933e-06	  2.4871e-02	  3.1518e-03	  3.1518e-03	     -0.1316	      0.0000	      7.8283	     -0.4315	      1.0346	      0.0000	      0.4085	  1.0160e-01	  1.6030e-03	  1.0000e+00	 -4.5003e-06	  1.0006e-01	  6.0972e-05	  9.9939e-02	 -6.0979e-05	  9.7016e-02	 -2.9841e-03	  4.4316e+06	
           1	  4.4352e+06	        1232	     6.75798	    -2.94063	   0.0209809	 1.38973e-10	 1.24751e-08	  6.2282e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3727e-04	  7.6408e-02	  5.6934e-06	  2.4870e-02	  3.1518e-03	  3.1518e-03	     -0.1443	      0.0000	      7.8283	     -0.4314	      1.0218	      0.0000	      0.4085	  1.0160e-01	  1.6030e-03	  1.0000e+00	 -4.5037e-06	  1.0006e-01	  6.0984e-05	  9.9939e-02	 -6.0991e-05	  9.7016e-02	 -2.9841e-03	  4.4352e+06	
           1	  4.4388e+06	        1233	     6.75798	    -2.94063	   0.0209809	 1.42666e-10	 1.28066e-08	  6.2282e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3727e-04	  7.6408e-02	  5.6936e-06	  2.4870e-02	  3.1518e-03	  3.1518e-03	     -0.1255	      0.0000	      7.8283	     -0.4313	      1.0406	      0.0000	      0.4085	  1.0160e-01	  1.6030e-03	  1.0000e+00	 -4.5073e-06	  1.0006e-01	  6.0992e-05	  9.9939e-02	 -6.0999e-05	  9.7016e-02	 -2.9840e-03	  4.4388e+06	
           1	  4.4424e+06	        1234	     6.75799	    -2.94064	   0.0209807	 1.41147e-10	 1.26703e-08	  6.2281e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3726e-04	  7.6408e-02	  5.6937e-06	  2.4870e-02	  3.1518e-03	  3.1518e-03	     -0.1483	     -0.0000	      7.8283	     -0.4311	      1.0175	      0.0000	      0.4084	  1.0160e-01	  1.6031e-03	  1.0000e+00	 -4.5099e-06	  1.0006e-01	  6.1029e-05	  9.9939e-02	 -6.1036e-05	  9.7016e-02	 -2.9838e-03	  4.4424e+06	
           1	   4.446e+06	        1235	       6.758	    -2.94066	   0.0209805	 1.40204e-10	 1.25856e-08	  6.2280e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3725e-04	  7.6408e-02	  5.6937e-06	  2.4870e-02	  3.1518e-03	  3.1518e-03	     -0.1358	      0.0000	      7.8283	     -0.4307	      1.0297	      0.0000	      0.4084	  1.0160e-01	  1.6032e-03	  1.0000e+00	 -4.5120e-06	  1.0006e-01	  6.1081e-05	  9.9939e-02	 -6.1088e-05	  9.7016e-02	 -2.9836e-03	  4.4460e+06	
           1	  4.4496e+06	        1236	       6.758	    -2.94066	   0.0209805	 1.40652e-10	 1.26259e-08	  6.2280e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3725e-04	  7.6408e-02	  5.6939e-06	  2.4870e-02	  3.1518e-03	  3.1518e-03	     -0.1422	      0.0000	      7.8283	     -0.4307	      1.0234	      0.0000	      0.4084	  1.0160e-01	  1.6032e-03	  1.0000e+00	 -4.5159e-06	  1.0006e-01	  6.1080e-05	  9.9939e-02	 -6.1087e-05	  9.7016e-02	 -2.9836e-03	  4.4496e+06	
           1	  4.4532e+06	        1237	       6.758	    -2.94066	   0.0209806	 1.40554e-10	  1.2617e-08	  6.2280e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3725e-04	  7.6408e-02	  5.6941e-06	  2.4870e-02	  3.1518e-03	  3.1518e-03	     -0.1341	      0.0000	      7.8283	     -0.4307	      1.0315	      0.0000	      0.4084	  1.0160e-01	  1.6032e-03	  1.0000e+00	 -4.5202e-06	  1.0006e-01	  6.1068e-05	  9.9939e-02	 -6.1075e-05	  9.7016e-02	 -2.9836e-03	  4.4532e+06	
           1	  4.4568e+06	        1238	     6.75801	    -2.94067	   0.0209803	 1.40726e-10	 1.26325e-08	  6.2279e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3724e-04	  7.6408e-02	  5.6942e-06	  2.4869e-02	  3.1518e-03	  3.1518e-03	     -0.1445	      0.0000	      7.8283	     -0.4304	      1.0208	      0.0000	      0.4084	  1.0160e-01	  1.6033e-03	  1.0000e+00	 -4.5221e-06	  1.0006e-01	  6.1124e-05	  9.9939e-02	 -6.1131e-05	  9.7017e-02	 -2.9833e-03	  4.4568e+06	
           1	  4.4604e+06	        1239	     6.75801	    -2.94067	   0.0209804	 1.38991e-10	 1.24767e-08	  6.2279e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3724e-04	  7.6408e-02	  5.6943e-06	  2.4870e-02	  3.1518e-03	  3.1518e-03	     -0.1418	      0.0000	      7.8283	     -0.4304	      1.0236	      0.0000	      0.4084	  1.0160e-01	  1.6033e-03	  1.0000e+00	 -4.5264e-06	  1.0006e-01	  6.1111e-05	  9.9939e-02	 -6.1118e-05	  9.7017e-02	 -2.9834e-03	  4.4604e+06	
           1	   4.464e+06	        1240	     6.75802	    -2.94069	   0.0209801	 1.40938e-10	 1.26515e-08	  6.2278e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3723e-04	  7.6408e-02	  5.6944e-06	  2.4869e-02	  3.1518e-03	  3.1518e-03	     -0.1379	      0.0000	      7.8283	     -0.4299	      1.0270	      0.0000	      0.4084	  1.0160e-01	  1.6034e-03	  1.0000e+00	 -4.5277e-06	  1.0006e-01	  6.1184e-05	  9.9939e-02	 -6.1191e-05	  9.7017e-02	 -2.9830e-03	  4.4640e+06	
