         sim	        time	        step	          pH	          pe	         Alk	      charge	     pct_err	          Ca	          Mg	          Na	          Cl	          Fe	        S(6)	       S(-2)	           C	  Pyrrhotite	d_Pyrrhotite	si_Chamosite(Daphnite)	si_Pyrrhotite	   si_Pyrite	si_Quartz(alpha)	si_Kaolinite	  si_Calcite	 si_Siderite	   k_Calcite	  dk_Calcite	k_Quartz(alpha)	dk_Quartz(alpha)	 k_Kaolinite	dk_Kaolinite	k_Chamosite(Daphnite)	dk_Chamosite(Daphnite)	  k_Siderite	 dk_Siderite	
           1	   1.548e+06	         430	     6.75074	    -2.94871	   0.0210695	 1.40323e-10	 1.25948e-08	  6.3063e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0344e-04	  7.6408e-02	  7.7437e-06	  2.5046e-02	  3.1498e-03	  3.1498e-03	     -0.4639	      0.0000	      7.9346	     -0.6890	      1.6447	      0.0000	      0.2806	  1.0152e-01	  1.5250e-03	  1.0000e+00	 -1.8310e-06	  1.0003e-01	  3.4295e-05	  9.9966e-02	 -3.4321e-05	  9.6918e-02	 -3.0815e-03	  1.5480e+06	
           1	  1.5516e+06	         431	     6.75078	    -2.94852	   0.0210694	 1.39718e-10	 1.25405e-08	  6.3058e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0387e-04	  7.6408e-02	  7.7106e-06	  2.5045e-02	  3.1498e-03	  3.1498e-03	     -0.4625	      0.0000	      7.9332	     -0.6876	      1.6355	      0.0000	      0.2825	  1.0153e-01	  1.5255e-03	  1.0000e+00	 -1.8348e-06	  1.0003e-01	  3.4402e-05	  9.9966e-02	 -3.4427e-05	  9.6919e-02	 -3.0815e-03	  1.5516e+06	
           1	  1.5552e+06	         432	     6.75079	    -2.94849	   0.0210693	 1.39897e-10	 1.25565e-08	  6.3056e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0395e-04	  7.6408e-02	  7.7043e-06	  2.5045e-02	  3.1498e-03	  3.1498e-03	     -0.4544	      0.0000	      7.9329	     -0.6872	      1.6413	      0.0000	      0.2828	  1.0153e-01	  1.5256e-03	  1.0000e+00	 -1.8386e-06	  1.0003e-01	  3.4433e-05	  9.9966e-02	 -3.4459e-05	  9.6919e-02	 -3.0814e-03	  1.5552e+06	
           1	  1.5588e+06	         433	     6.75077	    -2.94861	   0.0210693	 1.40977e-10	 1.26535e-08	  6.3059e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0369e-04	  7.6408e-02	  7.7242e-06	  2.5045e-02	  3.1498e-03	  3.1498e-03	     -0.3690	      0.0000	      7.9338	     -0.6876	      1.7328	      0.0000	      0.2817	  1.0153e-01	  1.5253e-03	  1.0000e+00	 -1.8424e-06	  1.0003e-01	  3.4385e-05	  9.9966e-02	 -3.4413e-05	  9.6919e-02	 -3.0813e-03	  1.5588e+06	
           1	  1.5624e+06	         434	     6.75077	    -2.94858	   0.0210693	 1.39398e-10	 1.25118e-08	  6.3058e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0374e-04	  7.6408e-02	  7.7200e-06	  2.5045e-02	  3.1498e-03	  3.1498e-03	     -0.4707	      0.0000	      7.9336	     -0.6875	      1.6297	      0.0000	      0.2819	  1.0153e-01	  1.5254e-03	  1.0000e+00	 -1.8464e-06	  1.0003e-01	  3.4404e-05	  9.9966e-02	 -3.4429e-05	  9.6919e-02	 -3.0813e-03	  1.5624e+06	
           1	   1.566e+06	         435	     6.75079	    -2.94851	   0.0210692	 1.39979e-10	 1.25639e-08	  6.3056e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0393e-04	  7.6408e-02	  7.7058e-06	  2.5045e-02	  3.1498e-03	  3.1498e-03	     -0.3672	      0.0000	      7.9330	     -0.6867	      1.7284	      0.0000	      0.2827	  1.0153e-01	  1.5256e-03	  1.0000e+00	 -1.8501e-06	  1.0003e-01	  3.4459e-05	  9.9966e-02	 -3.4487e-05	  9.6919e-02	 -3.0812e-03	  1.5660e+06	
           1	  1.5696e+06	         436	     6.75085	    -2.94822	   0.0210689	 1.38285e-10	 1.24119e-08	  6.3048e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0460e-04	  7.6408e-02	  7.6547e-06	  2.5044e-02	  3.1498e-03	  3.1498e-03	     -0.4021	      0.0000	      7.9307	     -0.6847	      1.6768	      0.0000	      0.2856	  1.0153e-01	  1.5264e-03	  1.0000e+00	 -1.8537e-06	  1.0003e-01	  3.4630e-05	  9.9965e-02	 -3.4656e-05	  9.6919e-02	 -3.0811e-03	  1.5696e+06	
           1	  1.5732e+06	         437	     6.75084	     -2.9483	   0.0210689	 1.41276e-10	 1.26804e-08	  6.3050e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0441e-04	  7.6408e-02	  7.6688e-06	  2.5044e-02	  3.1498e-03	  3.1498e-03	     -0.3805	      0.0000	      7.9314	     -0.6850	      1.7028	      0.0000	      0.2848	  1.0153e-01	  1.5262e-03	  1.0000e+00	 -1.8575e-06	  1.0003e-01	  3.4598e-05	  9.9965e-02	 -3.4625e-05	  9.6919e-02	 -3.0811e-03	  1.5732e+06	
           1	  1.5768e+06	         438	     6.75087	    -2.94816	   0.0210688	 1.40719e-10	 1.26304e-08	  6.3046e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0475e-04	  7.6408e-02	  7.6433e-06	  2.5044e-02	  3.1499e-03	  3.1499e-03	     -0.4572	      0.0000	      7.9302	     -0.6839	      1.6178	      0.0000	      0.2862	  1.0153e-01	  1.5266e-03	  1.0000e+00	 -1.8613e-06	  1.0003e-01	  3.4687e-05	  9.9965e-02	 -3.4712e-05	  9.6919e-02	 -3.0810e-03	  1.5768e+06	
           1	  1.5804e+06	         439	     6.75088	    -2.94814	   0.0210687	 1.40243e-10	 1.25877e-08	  6.3045e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0479e-04	  7.6408e-02	  7.6398e-06	  2.5044e-02	  3.1499e-03	  3.1499e-03	     -0.4570	      0.0000	      7.9301	     -0.6836	      1.6167	      0.0000	      0.2864	  1.0153e-01	  1.5267e-03	  1.0000e+00	 -1.8651e-06	  1.0003e-01	  3.4709e-05	  9.9965e-02	 -3.4734e-05	  9.6919e-02	 -3.0809e-03	  1.5804e+06	
           1	   1.584e+06	         440	     6.75094	    -2.94787	   0.0210684	  1.3851e-10	 1.24321e-08	  6.3037e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0545e-04	  7.6408e-02	  7.5908e-06	  2.5043e-02	  3.1499e-03	  3.1499e-03	     -0.4145	      0.0000	      7.9279	     -0.6815	      1.6430	      0.0000	      0.2892	  1.0153e-01	  1.5275e-03	  1.0000e+00	 -1.8686e-06	  1.0003e-01	  3.4882e-05	  9.9965e-02	 -3.4907e-05	  9.6919e-02	 -3.0808e-03	  1.5840e+06	
           1	  1.5876e+06	         441	     6.75096	    -2.94778	   0.0210683	 1.40159e-10	 1.25802e-08	  6.3034e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0564e-04	  7.6408e-02	  7.5764e-06	  2.5042e-02	  3.1499e-03	  3.1499e-03	     -0.3229	      0.0000	      7.9273	     -0.6808	      1.7296	      0.0000	      0.2900	  1.0153e-01	  1.5278e-03	  1.0000e+00	 -1.8723e-06	  1.0003e-01	  3.4937e-05	  9.9965e-02	 -3.4964e-05	  9.6919e-02	 -3.0807e-03	  1.5876e+06	
           1	  1.5912e+06	         442	     6.75099	    -2.94768	   0.0210682	 1.40296e-10	 1.25924e-08	  6.3031e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0590e-04	  7.6408e-02	  7.5575e-06	  2.5042e-02	  3.1499e-03	  3.1499e-03	     -0.4059	      0.0000	      7.9265	     -0.6799	      1.6403	      0.0000	      0.2910	  1.0153e-01	  1.5281e-03	  1.0000e+00	 -1.8760e-06	  1.0004e-01	  3.5013e-05	  9.9965e-02	 -3.5038e-05	  9.6919e-02	 -3.0806e-03	  1.5912e+06	
           1	  1.5948e+06	         443	     6.75099	    -2.94768	   0.0210681	  1.4199e-10	 1.27445e-08	  6.3031e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0590e-04	  7.6408e-02	  7.5574e-06	  2.5042e-02	  3.1499e-03	  3.1499e-03	     -0.4336	      0.0000	      7.9265	     -0.6798	      1.6124	      0.0000	      0.2910	  1.0153e-01	  1.5281e-03	  1.0000e+00	 -1.8799e-06	  1.0004e-01	  3.5023e-05	  9.9965e-02	 -3.5047e-05	  9.6919e-02	 -3.0806e-03	  1.5948e+06	
           1	  1.5984e+06	         444	     6.75095	    -2.94788	   0.0210682	  1.3963e-10	 1.25326e-08	  6.3036e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0545e-04	  7.6408e-02	  7.5903e-06	  2.5042e-02	  3.1499e-03	  3.1499e-03	     -0.4519	      0.0000	      7.9279	     -0.6808	      1.6047	      0.0000	      0.2892	  1.0153e-01	  1.5276e-03	  1.0000e+00	 -1.8839e-06	  1.0003e-01	  3.4929e-05	  9.9965e-02	 -3.4953e-05	  9.6919e-02	 -3.0805e-03	  1.5984e+06	
           1	   1.602e+06	         445	     6.75101	    -2.94761	    0.021068	 1.40734e-10	 1.26317e-08	  6.3028e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0609e-04	  7.6408e-02	  7.5431e-06	  2.5041e-02	  3.1500e-03	  3.1500e-03	     -0.4447	      0.0000	      7.9258	     -0.6789	      1.5963	      0.0000	      0.2919	  1.0153e-01	  1.5284e-03	  1.0000e+00	 -1.8875e-06	  1.0004e-01	  3.5093e-05	  9.9965e-02	 -3.5116e-05	  9.6920e-02	 -3.0804e-03	  1.6020e+06	
           1	  1.6056e+06	         446	     6.75105	    -2.94741	   0.0210678	 1.40362e-10	 1.25984e-08	  6.3023e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0655e-04	  7.6408e-02	  7.5092e-06	  2.5041e-02	  3.1500e-03	  3.1500e-03	     -0.4393	      0.0000	      7.9243	     -0.6774	      1.5903	      0.0000	      0.2938	  1.0153e-01	  1.5289e-03	  1.0000e+00	 -1.8911e-06	  1.0004e-01	  3.5215e-05	  9.9965e-02	 -3.5239e-05	  9.6920e-02	 -3.0803e-03	  1.6056e+06	
           1	  1.6092e+06	         447	     6.75104	    -2.94751	   0.0210678	 1.40083e-10	 1.25733e-08	  6.3025e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0634e-04	  7.6408e-02	  7.5250e-06	  2.5041e-02	  3.1500e-03	  3.1500e-03	     -0.4249	     -0.0000	      7.9250	     -0.6778	      1.6096	      0.0000	      0.2929	  1.0153e-01	  1.5287e-03	  1.0000e+00	 -1.8950e-06	  1.0004e-01	  3.5176e-05	  9.9965e-02	 -3.5200e-05	  9.6920e-02	 -3.0803e-03	  1.6092e+06	
           1	  1.6128e+06	         448	     6.75111	    -2.94716	   0.0210675	 1.43386e-10	 1.28698e-08	  6.3015e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0717e-04	  7.6408e-02	  7.4642e-06	  2.5040e-02	  3.1500e-03	  3.1500e-03	     -0.4164	      0.0000	      7.9223	     -0.6753	      1.5979	      0.0000	      0.2963	  1.0153e-01	  1.5297e-03	  1.0000e+00	 -1.8984e-06	  1.0004e-01	  3.5389e-05	  9.9965e-02	 -3.5412e-05	  9.6920e-02	 -3.0801e-03	  1.6128e+06	
           1	  1.6164e+06	         449	      6.7511	    -2.94723	   0.0210675	 1.43407e-10	 1.28716e-08	  6.3017e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0701e-04	  7.6408e-02	  7.4759e-06	  2.5040e-02	  3.1500e-03	  3.1500e-03	     -0.3829	      0.0000	      7.9228	     -0.6756	      1.6352	      0.0000	      0.2957	  1.0153e-01	  1.5295e-03	  1.0000e+00	 -1.9024e-06	  1.0004e-01	  3.5353e-05	  9.9965e-02	 -3.5377e-05	  9.6920e-02	 -3.0801e-03	  1.6164e+06	
           1	    1.62e+06	         450	     6.75114	    -2.94707	   0.0210673	 1.39747e-10	 1.25432e-08	  6.3012e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0741e-04	  7.6408e-02	  7.4473e-06	  2.5039e-02	  3.1501e-03	  3.1501e-03	     -0.4293	      0.0000	      7.9216	     -0.6744	      1.5790	      0.0000	      0.2973	  1.0153e-01	  1.5300e-03	  1.0000e+00	 -1.9060e-06	  1.0004e-01	  3.5463e-05	  9.9965e-02	 -3.5486e-05	  9.6920e-02	 -3.0800e-03	  1.6200e+06	
           1	  1.6236e+06	         451	     6.75113	    -2.94714	   0.0210673	 1.39339e-10	 1.25065e-08	  6.3014e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0724e-04	  7.6408e-02	  7.4592e-06	  2.5040e-02	  3.1500e-03	  3.1500e-03	     -0.3695	      0.0000	      7.9221	     -0.6746	      1.6426	      0.0000	      0.2966	  1.0153e-01	  1.5299e-03	  1.0000e+00	 -1.9100e-06	  1.0004e-01	  3.5433e-05	  9.9965e-02	 -3.5457e-05	  9.6920e-02	 -3.0799e-03	  1.6236e+06	
           1	  1.6272e+06	         452	     6.75111	    -2.94722	   0.0210673	 1.40273e-10	 1.25903e-08	  6.3016e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0704e-04	  7.6408e-02	  7.4735e-06	  2.5040e-02	  3.1500e-03	  3.1500e-03	     -0.3733	     -0.0000	      7.9227	     -0.6749	      1.6433	      0.0000	      0.2958	  1.0153e-01	  1.5297e-03	  1.0000e+00	 -1.9137e-06	  1.0004e-01	  3.5403e-05	  9.9965e-02	 -3.5428e-05	  9.6920e-02	 -3.0799e-03	  1.6272e+06	
           1	  1.6308e+06	         453	     6.75118	     -2.9469	    0.021067	 1.38941e-10	 1.24708e-08	  6.3006e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0784e-04	  7.6408e-02	  7.4166e-06	  2.5039e-02	  3.1501e-03	  3.1501e-03	     -0.4067	      0.0000	      7.9202	     -0.6726	      1.5909	      0.0000	      0.2991	  1.0153e-01	  1.5306e-03	  1.0000e+00	 -1.9173e-06	  1.0004e-01	  3.5603e-05	  9.9964e-02	 -3.5626e-05	  9.6920e-02	 -3.0797e-03	  1.6308e+06	
           1	  1.6344e+06	         454	     6.75117	    -2.94698	    0.021067	 1.40401e-10	 1.26019e-08	  6.3008e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0765e-04	  7.6408e-02	  7.4299e-06	  2.5039e-02	  3.1501e-03	  3.1501e-03	     -0.3762	      0.0000	      7.9208	     -0.6729	      1.6255	      0.0000	      0.2983	  1.0153e-01	  1.5304e-03	  1.0000e+00	 -1.9212e-06	  1.0004e-01	  3.5569e-05	  9.9964e-02	 -3.5594e-05	  9.6920e-02	 -3.0797e-03	  1.6344e+06	
           1	   1.638e+06	         455	     6.75122	    -2.94675	   0.0210667	 1.39896e-10	 1.25566e-08	  6.3001e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0821e-04	  7.6408e-02	  7.3903e-06	  2.5038e-02	  3.1501e-03	  3.1501e-03	     -0.3104	     -0.0000	      7.9190	     -0.6711	      1.6778	      0.0000	      0.3006	  1.0153e-01	  1.5311e-03	  1.0000e+00	 -1.9245e-06	  1.0004e-01	  3.5724e-05	  9.9964e-02	 -3.5750e-05	  9.6920e-02	 -3.0795e-03	  1.6380e+06	
           1	  1.6416e+06	         456	     6.75125	    -2.94662	   0.0210666	 1.42054e-10	 1.27503e-08	  6.2997e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0852e-04	  7.6408e-02	  7.3684e-06	  2.5037e-02	  3.1501e-03	  3.1501e-03	     -0.3476	      0.0000	      7.9180	     -0.6702	      1.6332	      0.0000	      0.3019	  1.0153e-01	  1.5315e-03	  1.0000e+00	 -1.9283e-06	  1.0004e-01	  3.5804e-05	  9.9964e-02	 -3.5828e-05	  9.6921e-02	 -3.0795e-03	  1.6416e+06	
           1	  1.6452e+06	         457	     6.75126	    -2.94661	   0.0210666	 1.39413e-10	 1.25132e-08	  6.2997e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0857e-04	  7.6408e-02	  7.3647e-06	  2.5037e-02	  3.1501e-03	  3.1501e-03	     -0.4128	     -0.0000	      7.9178	     -0.6699	      1.5665	      0.0000	      0.3021	  1.0153e-01	  1.5316e-03	  1.0000e+00	 -1.9321e-06	  1.0004e-01	  3.5831e-05	  9.9964e-02	 -3.5854e-05	  9.6921e-02	 -3.0794e-03	  1.6452e+06	
           1	  1.6488e+06	         458	     6.75129	    -2.94651	   0.0210664	 1.41253e-10	 1.26784e-08	  6.2993e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0882e-04	  7.6408e-02	  7.3470e-06	  2.5037e-02	  3.1502e-03	  3.1502e-03	     -0.3743	      0.0000	      7.9170	     -0.6689	      1.5989	      0.0000	      0.3031	  1.0153e-01	  1.5319e-03	  1.0000e+00	 -1.9358e-06	  1.0004e-01	  3.5904e-05	  9.9964e-02	 -3.5927e-05	  9.6921e-02	 -3.0793e-03	  1.6488e+06	
           1	  1.6524e+06	         459	      6.7513	    -2.94646	   0.0210664	 1.40677e-10	 1.26267e-08	  6.2992e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0894e-04	  7.6408e-02	  7.3389e-06	  2.5037e-02	  3.1502e-03	  3.1502e-03	     -0.4017	     -0.0000	      7.9166	     -0.6685	      1.5686	      0.0000	      0.3036	  1.0153e-01	  1.5320e-03	  1.0000e+00	 -1.9396e-06	  1.0004e-01	  3.5942e-05	  9.9964e-02	 -3.5964e-05	  9.6921e-02	 -3.0792e-03	  1.6524e+06	
           1	   1.656e+06	         460	     6.75128	    -2.94655	   0.0210664	 1.42735e-10	 1.28114e-08	  6.2994e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0872e-04	  7.6408e-02	  7.3537e-06	  2.5037e-02	  3.1501e-03	  3.1501e-03	     -0.3747	      0.0000	      7.9173	     -0.6689	      1.6003	      0.0000	      0.3027	  1.0153e-01	  1.5318e-03	  1.0000e+00	 -1.9435e-06	  1.0004e-01	  3.5900e-05	  9.9964e-02	 -3.5923e-05	  9.6921e-02	 -3.0792e-03	  1.6560e+06	
           1	  1.6596e+06	         461	      6.7513	    -2.94648	   0.0210662	 1.41791e-10	 1.27266e-08	  6.2992e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0889e-04	  7.6408e-02	  7.3417e-06	  2.5036e-02	  3.1502e-03	  3.1502e-03	     -0.3944	      0.0000	      7.9168	     -0.6682	      1.5764	      0.0000	      0.3034	  1.0153e-01	  1.5320e-03	  1.0000e+00	 -1.9471e-06	  1.0004e-01	  3.5960e-05	  9.9964e-02	 -3.5983e-05	  9.6921e-02	 -3.0791e-03	  1.6596e+06	
           1	  1.6632e+06	         462	     6.75137	    -2.94619	   0.0210659	 1.40656e-10	 1.26248e-08	  6.2983e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0961e-04	  7.6408e-02	  7.2923e-06	  2.5035e-02	  3.1502e-03	  3.1502e-03	     -0.3038	      0.0000	      7.9145	     -0.6660	      1.6500	      0.0000	      0.3063	  1.0153e-01	  1.5329e-03	  1.0000e+00	 -1.9506e-06	  1.0004e-01	  3.6142e-05	  9.9964e-02	 -3.6167e-05	  9.6921e-02	 -3.0789e-03	  1.6632e+06	
           1	  1.6668e+06	         463	     6.75135	    -2.94629	    0.021066	 1.42564e-10	  1.2796e-08	  6.2985e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0939e-04	  7.6408e-02	  7.3072e-06	  2.5036e-02	  3.1502e-03	  3.1502e-03	     -0.4070	      0.0000	      7.9152	     -0.6665	      1.5517	      0.0000	      0.3054	  1.0153e-01	  1.5327e-03	  1.0000e+00	 -1.9544e-06	  1.0004e-01	  3.6107e-05	  9.9964e-02	 -3.6129e-05	  9.6921e-02	 -3.0789e-03	  1.6668e+06	
           1	  1.6704e+06	         464	     6.75138	    -2.94616	   0.0210658	 1.40792e-10	  1.2637e-08	  6.2981e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.0971e-04	  7.6408e-02	  7.2854e-06	  2.5035e-02	  3.1502e-03	  3.1502e-03	     -0.3067	      0.0000	      7.9142	     -0.6654	      1.6444	      0.0000	      0.3067	  1.0153e-01	  1.5331e-03	  1.0000e+00	 -1.9582e-06	  1.0004e-01	  3.6188e-05	  9.9964e-02	 -3.6212e-05	  9.6921e-02	 -3.0788e-03	  1.6704e+06	
           1	   1.674e+06	         465	     6.75142	    -2.94601	   0.0210656	 1.41156e-10	 1.26697e-08	  6.2977e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1009e-04	  7.6408e-02	  7.2593e-06	  2.5035e-02	  3.1502e-03	  3.1502e-03	     -0.3715	      0.0000	      7.9130	     -0.6642	      1.5706	      0.0000	      0.3082	  1.0153e-01	  1.5335e-03	  1.0000e+00	 -1.9618e-06	  1.0004e-01	  3.6295e-05	  9.9964e-02	 -3.6318e-05	  9.6921e-02	 -3.0787e-03	  1.6740e+06	
           1	  1.6776e+06	         466	     6.75142	    -2.94601	   0.0210656	  1.4242e-10	 1.27831e-08	  6.2976e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1010e-04	  7.6408e-02	  7.2581e-06	  2.5034e-02	  3.1502e-03	  3.1502e-03	     -0.3635	      0.0000	      7.9129	     -0.6640	      1.5779	      0.0000	      0.3083	  1.0153e-01	  1.5336e-03	  1.0000e+00	 -1.9655e-06	  1.0004e-01	  3.6313e-05	  9.9964e-02	 -3.6336e-05	  9.6921e-02	 -3.0786e-03	  1.6776e+06	
           1	  1.6812e+06	         467	     6.75146	    -2.94586	   0.0210654	 1.41867e-10	 1.27334e-08	  6.2972e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1046e-04	  7.6408e-02	  7.2335e-06	  2.5034e-02	  3.1503e-03	  3.1503e-03	     -0.3272	     -0.0000	      7.9118	     -0.6628	      1.6056	      0.0000	      0.3098	  1.0153e-01	  1.5340e-03	  1.0000e+00	 -1.9692e-06	  1.0004e-01	  3.6412e-05	  9.9964e-02	 -3.6435e-05	  9.6921e-02	 -3.0785e-03	  1.6812e+06	
           1	  1.6848e+06	         468	     6.75145	    -2.94591	   0.0210654	 1.40356e-10	 1.25978e-08	  6.2973e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1036e-04	  7.6408e-02	  7.2404e-06	  2.5034e-02	  3.1503e-03	  3.1503e-03	     -0.3964	      0.0000	      7.9121	     -0.6629	      1.5386	      0.0000	      0.3093	  1.0153e-01	  1.5339e-03	  1.0000e+00	 -1.9730e-06	  1.0004e-01	  3.6402e-05	  9.9964e-02	 -3.6423e-05	  9.6922e-02	 -3.0785e-03	  1.6848e+06	
           1	  1.6884e+06	         469	     6.75144	    -2.94595	   0.0210654	 1.39699e-10	 1.25389e-08	  6.2974e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1026e-04	  7.6408e-02	  7.2474e-06	  2.5034e-02	  3.1503e-03	  3.1503e-03	     -0.3819	      0.0000	      7.9124	     -0.6630	      1.5554	      0.0000	      0.3089	  1.0153e-01	  1.5338e-03	  1.0000e+00	 -1.9769e-06	  1.0004e-01	  3.6386e-05	  9.9964e-02	 -3.6408e-05	  9.6922e-02	 -3.0784e-03	  1.6884e+06	
           1	   1.692e+06	         470	     6.75149	    -2.94577	   0.0210652	 1.40901e-10	 1.26468e-08	  6.2968e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1072e-04	  7.6408e-02	  7.2159e-06	  2.5033e-02	  3.1503e-03	  3.1503e-03	     -0.3385	      0.0000	      7.9110	     -0.6616	      1.5878	      0.0000	      0.3108	  1.0153e-01	  1.5344e-03	  1.0000e+00	 -1.9805e-06	  1.0004e-01	  3.6510e-05	  9.9963e-02	 -3.6533e-05	  9.6922e-02	 -3.0783e-03	  1.6920e+06	
           1	  1.6956e+06	         471	     6.75153	     -2.9456	   0.0210649	 1.38848e-10	 1.24625e-08	  6.2963e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1116e-04	  7.6408e-02	  7.1861e-06	  2.5033e-02	  3.1503e-03	  3.1503e-03	     -0.3551	      0.0000	      7.9096	     -0.6602	      1.5606	      0.0000	      0.3126	  1.0153e-01	  1.5350e-03	  1.0000e+00	 -1.9839e-06	  1.0004e-01	  3.6635e-05	  9.9963e-02	 -3.6657e-05	  9.6922e-02	 -3.0781e-03	  1.6956e+06	
           1	  1.6992e+06	         472	     6.75151	     -2.9457	    0.021065	 1.38809e-10	  1.2459e-08	  6.2965e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1091e-04	  7.6408e-02	  7.2029e-06	  2.5033e-02	  3.1503e-03	  3.1503e-03	     -0.3222	      0.0000	      7.9104	     -0.6606	      1.5991	      0.0000	      0.3116	  1.0153e-01	  1.5347e-03	  1.0000e+00	 -1.9879e-06	  1.0004e-01	  3.6585e-05	  9.9963e-02	 -3.6608e-05	  9.6922e-02	 -3.0781e-03	  1.6992e+06	
           1	  1.7028e+06	         473	     6.75154	    -2.94561	   0.0210649	 1.39945e-10	 1.25609e-08	  6.2962e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1113e-04	  7.6408e-02	  7.1881e-06	  2.5032e-02	  3.1503e-03	  3.1503e-03	     -0.3666	      0.0000	      7.9097	     -0.6599	      1.5494	      0.0000	      0.3124	  1.0153e-01	  1.5350e-03	  1.0000e+00	 -1.9915e-06	  1.0004e-01	  3.6654e-05	  9.9963e-02	 -3.6675e-05	  9.6922e-02	 -3.0780e-03	  1.7028e+06	
           1	  1.7064e+06	         474	     6.75153	    -2.94564	   0.0210648	 1.40739e-10	 1.26322e-08	  6.2963e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1108e-04	  7.6408e-02	  7.1915e-06	  2.5032e-02	  3.1503e-03	  3.1503e-03	     -0.3631	     -0.0000	      7.9098	     -0.6599	      1.5540	      0.0000	      0.3122	  1.0153e-01	  1.5349e-03	  1.0000e+00	 -1.9954e-06	  1.0004e-01	  3.6651e-05	  9.9963e-02	 -3.6673e-05	  9.6922e-02	 -3.0780e-03	  1.7064e+06	
           1	    1.71e+06	         475	     6.75159	    -2.94541	   0.0210646	  1.3948e-10	 1.25193e-08	  6.2956e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1167e-04	  7.6408e-02	  7.1519e-06	  2.5032e-02	  3.1504e-03	  3.1504e-03	     -0.3790	     -0.0000	      7.9080	     -0.6581	      1.5241	      0.0000	      0.3146	  1.0154e-01	  1.5357e-03	  1.0000e+00	 -1.9988e-06	  1.0004e-01	  3.6810e-05	  9.9963e-02	 -3.6831e-05	  9.6922e-02	 -3.0778e-03	  1.7100e+06	
           1	  1.7136e+06	         476	     6.75161	    -2.94532	   0.0210644	 1.42994e-10	 1.28346e-08	  6.2953e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.1190e-04	  7.6408e-02	  7.1372e-06	  2.5031e-02	  3.1504e-03	  3.1504e-03	     -0.3190	      0.0000	      7.9073	     -0.6572	      1.5787	      0.0000	      0.3155	  1.0154e-01	  1.5360e-03	  1.0000e+00	 -2.0024e-06	  1.0004e-01	  3.6879e-05	  9.9963e-02	 -3.6901e-05	  9.6922e-02	 -3.0777e-03	  1.7136e+06	
